date_case,pref_no,pref,newcases,cumcases,death,cumdeath
2021/2/8,19,ŽR—œŒ§,1,914,0,15
2021/2/9,19,ŽR—œŒ§,4,918,0,15
2021/2/10,19,ŽR—œŒ§,0,918,1,16
2021/2/11,19,ŽR—œŒ§,1,919,0,16
2021/2/12,19,ŽR—œŒ§,7,926,0,16
2021/2/13,19,ŽR—œŒ§,1,927,0,16
2021/2/14,19,ŽR—œŒ§,1,928,0,16
2021/2/15,19,ŽR—œŒ§,1,929,0,16
2021/2/16,19,ŽR—œŒ§,0,929,0,16
2021/2/17,19,ŽR—œŒ§,4,933,0,16
2021/2/18,19,ŽR—œŒ§,1,934,0,16
2021/2/19,19,ŽR—œŒ§,1,935,0,16
2021/2/20,19,ŽR—œŒ§,0,935,0,16
2021/2/21,19,ŽR—œŒ§,0,935,0,16
2021/2/22,19,ŽR—œŒ§,1,936,0,16
2021/2/23,19,ŽR—œŒ§,0,936,0,16
2021/2/24,19,ŽR—œŒ§,3,939,0,16
2021/2/25,19,ŽR—œŒ§,0,939,0,16
2021/2/26,19,ŽR—œŒ§,0,939,0,16
2021/2/27,19,ŽR—œŒ§,0,939,1,17
2021/2/28,19,ŽR—œŒ§,0,939,0,17
2021/3/1,19,ŽR—œŒ§,0,939,0,17
2021/3/2,19,ŽR—œŒ§,1,940,0,17
2021/3/3,19,ŽR—œŒ§,1,941,0,17
2021/3/4,19,ŽR—œŒ§,0,941,0,17
2021/3/5,19,ŽR—œŒ§,0,941,0,17
2021/3/6,19,ŽR—œŒ§,0,941,0,17
2021/3/7,19,ŽR—œŒ§,0,941,0,17
2021/3/8,19,ŽR—œŒ§,0,941,0,17
2021/3/9,19,ŽR—œŒ§,0,941,0,17
2021/3/10,19,ŽR—œŒ§,0,941,0,17
2021/3/11,19,ŽR—œŒ§,5,946,0,17
2021/3/12,19,ŽR—œŒ§,2,948,0,17
2021/3/13,19,ŽR—œŒ§,2,950,0,17
2021/3/14,19,ŽR—œŒ§,1,951,1,18
2021/3/15,19,ŽR—œŒ§,2,953,0,18
2021/3/16,19,ŽR—œŒ§,1,954,0,18
2021/3/17,19,ŽR—œŒ§,1,955,0,18
2021/3/18,19,ŽR—œŒ§,0,955,0,18
2021/3/19,19,ŽR—œŒ§,1,956,0,18
2021/3/20,19,ŽR—œŒ§,0,956,0,18
2021/3/21,19,ŽR—œŒ§,0,956,0,18
2021/3/22,19,ŽR—œŒ§,0,956,0,18
2021/3/23,19,ŽR—œŒ§,0,956,0,18
2021/3/24,19,ŽR—œŒ§,0,956,0,18
2021/3/25,19,ŽR—œŒ§,0,956,0,18
2021/3/26,19,ŽR—œŒ§,2,958,0,18
2021/3/27,19,ŽR—œŒ§,0,958,0,18
2021/3/28,19,ŽR—œŒ§,4,962,1,19
2021/3/29,19,ŽR—œŒ§,3,965,0,19
2021/3/30,19,ŽR—œŒ§,3,968,0,19
2021/3/31,19,ŽR—œŒ§,1,969,0,19
2021/4/1,19,ŽR—œŒ§,12,981,0,19
2021/4/2,19,ŽR—œŒ§,3,984,0,19
2021/4/3,19,ŽR—œŒ§,5,989,0,19
2021/4/4,19,ŽR—œŒ§,0,989,0,19
2021/4/5,19,ŽR—œŒ§,3,992,0,19
2021/4/6,19,ŽR—œŒ§,4,996,0,19
2021/4/7,19,ŽR—œŒ§,5,1001,0,19
2021/4/8,19,ŽR—œŒ§,11,1012,0,19
2021/4/9,19,ŽR—œŒ§,7,1019,0,19
2021/4/10,19,ŽR—œŒ§,5,1024,0,19
2021/4/11,19,ŽR—œŒ§,4,1028,0,19
2021/4/12,19,ŽR—œŒ§,1,1029,0,19
2021/4/13,19,ŽR—œŒ§,7,1036,0,19
2021/4/14,19,ŽR—œŒ§,14,1050,0,19
2021/4/15,19,ŽR—œŒ§,7,1057,0,19
2021/4/16,19,ŽR—œŒ§,2,1059,0,19
2021/4/17,19,ŽR—œŒ§,9,1068,0,19
2021/4/18,19,ŽR—œŒ§,3,1071,0,19
2021/4/19,19,ŽR—œŒ§,7,1078,0,19
2021/4/20,19,ŽR—œŒ§,16,1094,0,19
2021/4/21,19,ŽR—œŒ§,7,1101,0,19
2021/4/22,19,ŽR—œŒ§,12,1113,0,19
2021/4/23,19,ŽR—œŒ§,4,1117,0,19
2021/4/24,19,ŽR—œŒ§,14,1131,0,19
2021/4/25,19,ŽR—œŒ§,7,1138,0,19
2021/4/26,19,ŽR—œŒ§,10,1148,0,19
2021/4/27,19,ŽR—œŒ§,21,1169,0,19
2021/4/28,19,ŽR—œŒ§,18,1187,0,19
2021/4/29,19,ŽR—œŒ§,6,1193,0,19
2021/4/30,19,ŽR—œŒ§,19,1212,0,19
2021/5/1,19,ŽR—œŒ§,15,1227,0,19
2021/5/2,19,ŽR—œŒ§,12,1239,0,19
2021/5/3,19,ŽR—œŒ§,9,1248,0,19
2021/5/4,19,ŽR—œŒ§,4,1252,0,19
2021/5/5,19,ŽR—œŒ§,4,1256,0,19
2021/5/6,19,ŽR—œŒ§,11,1267,0,19
2021/5/7,19,ŽR—œŒ§,18,1285,0,19
2021/5/8,19,ŽR—œŒ§,14,1299,0,19
2021/5/9,19,ŽR—œŒ§,15,1314,0,19
2021/5/10,19,ŽR—œŒ§,20,1334,0,19
2021/5/11,19,ŽR—œŒ§,13,1347,0,19
2021/5/12,19,ŽR—œŒ§,17,1364,0,19
2021/5/13,19,ŽR—œŒ§,12,1376,0,19
2021/5/14,19,ŽR—œŒ§,11,1387,0,19
2021/5/15,19,ŽR—œŒ§,9,1396,0,19
2021/5/16,19,ŽR—œŒ§,7,1403,0,19
2021/5/17,19,ŽR—œŒ§,6,1409,0,19
2021/5/18,19,ŽR—œŒ§,14,1423,0,19
2021/5/19,19,ŽR—œŒ§,10,1433,0,19
2021/5/20,19,ŽR—œŒ§,14,1447,0,19
2021/5/21,19,ŽR—œŒ§,7,1454,0,19
2021/5/22,19,ŽR—œŒ§,13,1467,0,19
2021/5/23,19,ŽR—œŒ§,8,1475,0,19
2021/5/24,19,ŽR—œŒ§,5,1480,0,19
2021/5/25,19,ŽR—œŒ§,10,1490,0,19
2021/5/26,19,ŽR—œŒ§,16,1506,0,19
2021/5/27,19,ŽR—œŒ§,16,1522,0,19
2021/5/28,19,ŽR—œŒ§,11,1533,0,19
2021/5/29,19,ŽR—œŒ§,5,1538,0,19
2021/5/30,19,ŽR—œŒ§,5,1543,0,19
2021/5/31,19,ŽR—œŒ§,7,1550,0,19
2021/6/1,19,ŽR—œŒ§,8,1558,0,19
2021/6/2,19,ŽR—œŒ§,10,1568,0,19
2021/6/3,19,ŽR—œŒ§,8,1576,0,19
2021/6/4,19,ŽR—œŒ§,21,1597,0,19
2021/6/5,19,ŽR—œŒ§,47,1644,0,19
2021/6/6,19,ŽR—œŒ§,28,1672,0,19
2021/6/7,19,ŽR—œŒ§,12,1684,1,20
2021/6/8,19,ŽR—œŒ§,43,1727,0,20
2021/6/9,19,ŽR—œŒ§,18,1745,0,20
2021/6/10,19,ŽR—œŒ§,32,1777,0,20
2021/6/11,19,ŽR—œŒ§,40,1817,0,20
2021/6/12,19,ŽR—œŒ§,15,1832,0,20
2021/6/13,19,ŽR—œŒ§,9,1841,0,20
2021/6/14,19,ŽR—œŒ§,7,1848,0,20
2021/6/15,19,ŽR—œŒ§,14,1862,0,20
2021/6/16,19,ŽR—œŒ§,6,1868,0,20
2021/6/17,19,ŽR—œŒ§,13,1881,0,20
2021/6/18,19,ŽR—œŒ§,35,1916,0,20
2021/6/19,19,ŽR—œŒ§,46,1962,0,20
2021/6/20,19,ŽR—œŒ§,19,1981,0,20
2021/6/21,19,ŽR—œŒ§,24,2005,0,20
2021/6/22,19,ŽR—œŒ§,14,2019,0,20
2021/6/23,19,ŽR—œŒ§,17,2036,1,21
2021/6/24,19,ŽR—œŒ§,23,2059,0,21
2021/6/25,19,ŽR—œŒ§,14,2073,0,21
2021/6/26,19,ŽR—œŒ§,12,2085,0,21
2021/6/27,19,ŽR—œŒ§,2,2087,0,21
2021/6/28,19,ŽR—œŒ§,6,2093,0,21
2021/6/29,19,ŽR—œŒ§,4,2097,0,21
2021/6/30,19,ŽR—œŒ§,4,2101,0,21
2021/7/1,19,ŽR—œŒ§,5,2106,0,21
2021/7/2,19,ŽR—œŒ§,7,2113,0,21
2021/7/3,19,ŽR—œŒ§,11,2124,0,21
2021/7/4,19,ŽR—œŒ§,0,2124,0,21
2021/7/5,19,ŽR—œŒ§,1,2125,0,21
2021/7/6,19,ŽR—œŒ§,10,2135,0,21
2021/7/7,19,ŽR—œŒ§,4,2139,0,21
2021/7/8,19,ŽR—œŒ§,5,2144,0,21
2021/7/9,19,ŽR—œŒ§,9,2153,0,21
2021/7/10,19,ŽR—œŒ§,3,2156,0,21
2021/7/11,19,ŽR—œŒ§,4,2160,0,21
2021/7/12,19,ŽR—œŒ§,11,2171,0,21
2021/7/13,19,ŽR—œŒ§,2,2173,0,21
2021/7/14,19,ŽR—œŒ§,2,2175,0,21
2021/7/15,19,ŽR—œŒ§,1,2176,0,21
2021/7/16,19,ŽR—œŒ§,5,2181,0,21
2021/7/17,19,ŽR—œŒ§,3,2184,0,21
2021/7/18,19,ŽR—œŒ§,3,2187,0,21
2021/7/19,19,ŽR—œŒ§,3,2190,0,21
2021/7/20,19,ŽR—œŒ§,7,2197,0,21
2021/7/21,19,ŽR—œŒ§,7,2204,0,21
2021/7/22,19,ŽR—œŒ§,14,2218,0,21
2021/7/23,19,ŽR—œŒ§,14,2232,0,21
2021/7/24,19,ŽR—œŒ§,12,2244,0,21
2021/7/25,19,ŽR—œŒ§,24,2268,0,21
2021/7/26,19,ŽR—œŒ§,11,2279,0,21
2021/7/27,19,ŽR—œŒ§,23,2302,0,21
2021/7/28,19,ŽR—œŒ§,23,2325,0,21
2021/7/29,19,ŽR—œŒ§,28,2353,0,21
2021/7/30,19,ŽR—œŒ§,31,2384,0,21
2021/7/31,19,ŽR—œŒ§,30,2414,0,21
2021/8/1,19,ŽR—œŒ§,43,2457,0,21
2021/8/2,19,ŽR—œŒ§,46,2503,0,21
2021/8/3,19,ŽR—œŒ§,47,2550,0,21
2021/8/4,19,ŽR—œŒ§,49,2599,0,21
2021/8/5,19,ŽR—œŒ§,67,2666,0,21
2021/8/6,19,ŽR—œŒ§,73,2739,0,21
2021/8/7,19,ŽR—œŒ§,79,2818,0,21
2021/8/8,19,ŽR—œŒ§,44,2862,0,21
2021/8/9,19,ŽR—œŒ§,37,2899,0,21
2021/8/10,19,ŽR—œŒ§,38,2937,0,21
2021/8/11,19,ŽR—œŒ§,54,2991,0,21
2021/8/12,19,ŽR—œŒ§,66,3057,0,21
2021/8/13,19,ŽR—œŒ§,73,3130,0,21
2021/8/14,19,ŽR—œŒ§,83,3213,0,21
2021/8/15,19,ŽR—œŒ§,63,3276,1,22
2021/8/16,19,ŽR—œŒ§,56,3332,1,23
2021/8/17,19,ŽR—œŒ§,89,3421,0,23
2021/8/18,19,ŽR—œŒ§,93,3514,0,23
2021/8/19,19,ŽR—œŒ§,84,3598,0,23
2021/8/20,19,ŽR—œŒ§,103,3701,0,23
2021/8/21,19,ŽR—œŒ§,86,3787,0,23
2021/8/22,19,ŽR—œŒ§,87,3874,0,23
2021/8/23,19,ŽR—œŒ§,58,3932,0,23
2021/8/24,19,ŽR—œŒ§,86,4018,0,23
2021/8/25,19,ŽR—œŒ§,85,4103,0,23
2021/8/26,19,ŽR—œŒ§,72,4175,0,23
2021/8/27,19,ŽR—œŒ§,76,4251,1,24
2021/8/28,19,ŽR—œŒ§,77,4328,0,24
2021/8/29,19,ŽR—œŒ§,48,4376,1,25
2021/8/30,19,ŽR—œŒ§,45,4421,0,25
2021/8/31,19,ŽR—œŒ§,72,4493,0,25
2021/9/1,19,ŽR—œŒ§,42,4535,0,25
2021/9/2,19,ŽR—œŒ§,45,4580,0,25
2021/9/3,19,ŽR—œŒ§,41,4621,0,25
2021/9/4,19,ŽR—œŒ§,47,4668,0,25
2021/9/5,19,ŽR—œŒ§,30,4698,0,25
2021/9/6,19,ŽR—œŒ§,27,4725,1,26
2021/9/7,19,ŽR—œŒ§,41,4766,0,26
2021/9/8,19,ŽR—œŒ§,36,4802,0,26
2021/9/9,19,ŽR—œŒ§,31,4833,0,26
2021/9/10,19,ŽR—œŒ§,21,4854,0,26
2021/9/11,19,ŽR—œŒ§,11,4865,1,27
2021/9/12,19,ŽR—œŒ§,28,4893,1,28
2021/9/13,19,ŽR—œŒ§,17,4910,0,28
2021/9/14,19,ŽR—œŒ§,23,4933,1,29
2021/9/15,19,ŽR—œŒ§,14,4947,0,29
2021/9/16,19,ŽR—œŒ§,10,4957,0,29
2021/9/17,19,ŽR—œŒ§,8,4965,0,29
2021/9/18,19,ŽR—œŒ§,11,4976,0,29
2021/9/19,19,ŽR—œŒ§,4,4980,0,29
2021/9/20,19,ŽR—œŒ§,12,4992,0,29
2021/9/21,19,ŽR—œŒ§,6,4998,0,29
2021/9/22,19,ŽR—œŒ§,15,5013,0,29
2021/9/23,19,ŽR—œŒ§,21,5034,0,29
2021/9/24,19,ŽR—œŒ§,16,5050,0,29
2021/9/25,19,ŽR—œŒ§,27,5077,0,29
2021/9/26,19,ŽR—œŒ§,16,5093,0,29
2021/9/27,19,ŽR—œŒ§,4,5097,0,29
2021/9/28,19,ŽR—œŒ§,9,5106,0,29
2021/9/29,19,ŽR—œŒ§,3,5109,0,29
2021/9/30,19,ŽR—œŒ§,5,5114,0,29
2021/10/1,19,ŽR—œŒ§,12,5126,0,29
2021/10/2,19,ŽR—œŒ§,3,5129,0,29
2021/10/3,19,ŽR—œŒ§,0,5129,0,29
2021/10/4,19,ŽR—œŒ§,1,5130,0,29
2021/10/5,19,ŽR—œŒ§,1,5131,0,29
2021/10/6,19,ŽR—œŒ§,3,5134,0,29
2021/10/7,19,ŽR—œŒ§,1,5135,0,29
2021/10/8,19,ŽR—œŒ§,1,5136,0,29
2021/10/9,19,ŽR—œŒ§,5,5141,0,29
2021/10/10,19,ŽR—œŒ§,0,5141,0,29
2021/10/11,19,ŽR—œŒ§,0,5141,0,29
2021/10/12,19,ŽR—œŒ§,0,5141,0,29
2021/10/13,19,ŽR—œŒ§,0,5141,0,29
2021/10/14,19,ŽR—œŒ§,3,5144,0,29
2021/10/15,19,ŽR—œŒ§,0,5144,0,29
2021/10/16,19,ŽR—œŒ§,2,5146,0,29
2021/10/17,19,ŽR—œŒ§,0,5146,0,29
2021/10/18,19,ŽR—œŒ§,2,5148,0,29
2021/10/19,19,ŽR—œŒ§,2,5150,0,29
2021/10/20,19,ŽR—œŒ§,0,5150,0,29
2021/10/21,19,ŽR—œŒ§,0,5150,0,29
2021/10/22,19,ŽR—œŒ§,1,5151,0,29
2021/10/23,19,ŽR—œŒ§,3,5154,0,29
2021/10/24,19,ŽR—œŒ§,0,5154,0,29
2021/10/25,19,ŽR—œŒ§,0,5154,0,29
2021/10/26,19,ŽR—œŒ§,0,5154,0,29
2021/10/27,19,ŽR—œŒ§,1,5155,0,29
2021/10/28,19,ŽR—œŒ§,0,5155,0,29
2021/10/29,19,ŽR—œŒ§,0,5155,0,29
2021/10/30,19,ŽR—œŒ§,0,5155,0,29
2021/10/31,19,ŽR—œŒ§,0,5155,0,29
2021/11/1,19,ŽR—œŒ§,0,5155,0,29
2021/11/2,19,ŽR—œŒ§,0,5155,0,29
2021/11/3,19,ŽR—œŒ§,0,5155,0,29
2021/11/4,19,ŽR—œŒ§,0,5155,0,29
2021/11/5,19,ŽR—œŒ§,0,5155,0,29
2021/11/6,19,ŽR—œŒ§,0,5155,0,29
2021/11/7,19,ŽR—œŒ§,0,5155,0,29
2021/11/8,19,ŽR—œŒ§,0,5155,0,29
2021/11/9,19,ŽR—œŒ§,0,5155,0,29
2021/11/10,19,ŽR—œŒ§,0,5155,0,29
2021/11/11,19,ŽR—œŒ§,0,5155,0,29
2021/11/12,19,ŽR—œŒ§,0,5155,0,29
2021/11/13,19,ŽR—œŒ§,0,5155,0,29
2021/11/14,19,ŽR—œŒ§,0,5155,0,29
2021/11/15,19,ŽR—œŒ§,0,5155,0,29
2021/11/16,19,ŽR—œŒ§,0,5155,0,29
2021/11/17,19,ŽR—œŒ§,0,5155,0,29
2021/11/18,19,ŽR—œŒ§,0,5155,0,29
2021/11/19,19,ŽR—œŒ§,0,5155,0,29
2021/11/20,19,ŽR—œŒ§,0,5155,0,29
2021/11/21,19,ŽR—œŒ§,0,5155,0,29
2021/11/22,19,ŽR—œŒ§,1,5156,0,29
2021/11/23,19,ŽR—œŒ§,0,5156,0,29
2021/11/24,19,ŽR—œŒ§,0,5156,0,29
2021/11/25,19,ŽR—œŒ§,0,5156,0,29
2021/11/26,19,ŽR—œŒ§,0,5156,0,29
2021/11/27,19,ŽR—œŒ§,0,5156,0,29
2021/11/28,19,ŽR—œŒ§,0,5156,0,29
2021/11/29,19,ŽR—œŒ§,0,5156,0,29
2021/11/30,19,ŽR—œŒ§,0,5156,0,29
2021/12/1,19,ŽR—œŒ§,0,5156,0,29
2021/12/2,19,ŽR—œŒ§,0,5156,0,29
2021/12/3,19,ŽR—œŒ§,0,5156,0,29
2021/12/4,19,ŽR—œŒ§,0,5156,0,29
2021/12/5,19,ŽR—œŒ§,0,5156,0,29
2021/12/6,19,ŽR—œŒ§,0,5156,0,29
2021/12/7,19,ŽR—œŒ§,0,5156,0,29
2021/12/8,19,ŽR—œŒ§,1,5157,0,29
2021/12/9,19,ŽR—œŒ§,0,5157,0,29
2021/12/10,19,ŽR—œŒ§,0,5157,0,29
2021/12/11,19,ŽR—œŒ§,0,5157,0,29
2021/12/12,19,ŽR—œŒ§,0,5157,0,29
2021/12/13,19,ŽR—œŒ§,0,5157,0,29
2021/12/14,19,ŽR—œŒ§,1,5158,0,29
2021/12/15,19,ŽR—œŒ§,1,5159,0,29
2021/12/16,19,ŽR—œŒ§,0,5159,0,29
2021/12/17,19,ŽR—œŒ§,1,5160,0,29
2021/12/18,19,ŽR—œŒ§,0,5160,0,29
2021/12/19,19,ŽR—œŒ§,0,5160,0,29
2021/12/20,19,ŽR—œŒ§,0,5160,0,29
2021/12/21,19,ŽR—œŒ§,0,5160,0,29
2021/12/22,19,ŽR—œŒ§,0,5160,0,29
2021/12/23,19,ŽR—œŒ§,1,5161,0,29
2021/12/24,19,ŽR—œŒ§,0,5161,0,29
2021/12/25,19,ŽR—œŒ§,0,5161,0,29
2021/12/26,19,ŽR—œŒ§,0,5161,0,29
2021/12/27,19,ŽR—œŒ§,0,5161,0,29
2021/12/28,19,ŽR—œŒ§,2,5163,0,29
2021/12/29,19,ŽR—œŒ§,0,5163,0,29
2021/12/30,19,ŽR—œŒ§,0,5163,0,29
2021/12/31,19,ŽR—œŒ§,1,5164,0,29
2022/1/1,19,ŽR—œŒ§,0,5164,0,29
2022/1/2,19,ŽR—œŒ§,1,5165,0,29
2022/1/3,19,ŽR—œŒ§,1,5166,0,29
2022/1/4,19,ŽR—œŒ§,4,5170,0,29
2022/1/5,19,ŽR—œŒ§,7,5177,0,29
2022/1/6,19,ŽR—œŒ§,28,5205,0,29
2022/1/7,19,ŽR—œŒ§,23,5228,0,29
2022/1/8,19,ŽR—œŒ§,28,5256,0,29
2022/1/9,19,ŽR—œŒ§,19,5275,0,29
2022/1/10,19,ŽR—œŒ§,29,5304,0,29
2022/1/11,19,ŽR—œŒ§,23,5327,0,29
2022/1/12,19,ŽR—œŒ§,45,5372,0,29
2022/1/13,19,ŽR—œŒ§,87,5459,0,29
2022/1/14,19,ŽR—œŒ§,117,5576,0,29
2022/1/15,19,ŽR—œŒ§,104,5680,0,29
2022/1/16,19,ŽR—œŒ§,88,5768,0,29
2022/1/17,19,ŽR—œŒ§,78,5846,0,29
2022/1/18,19,ŽR—œŒ§,153,5999,0,29
2022/1/19,19,ŽR—œŒ§,135,6134,0,29
2022/1/20,19,ŽR—œŒ§,180,6314,0,29
2022/1/21,19,ŽR—œŒ§,159,6473,0,29
2022/1/22,19,ŽR—œŒ§,202,6675,0,29
2022/1/23,19,ŽR—œŒ§,155,6830,0,29
2022/1/24,19,ŽR—œŒ§,124,6954,0,29
2022/1/25,19,ŽR—œŒ§,371,7325,1,30
2022/1/26,19,ŽR—œŒ§,373,7698,0,30
2022/1/27,19,ŽR—œŒ§,439,8137,2,32
2022/1/28,19,ŽR—œŒ§,372,8509,3,35
2022/1/29,19,ŽR—œŒ§,356,8865,0,35
2022/1/30,19,ŽR—œŒ§,256,9121,0,35
2022/1/31,19,ŽR—œŒ§,197,9318,0,35
2022/2/1,19,ŽR—œŒ§,338,9656,0,35
2022/2/2,19,ŽR—œŒ§,364,10020,0,35
2022/2/3,19,ŽR—œŒ§,299,10319,0,35
2022/2/4,19,ŽR—œŒ§,280,10599,2,37
2022/2/5,19,ŽR—œŒ§,256,10855,1,38
2022/2/6,19,ŽR—œŒ§,236,11091,0,38
2022/2/7,19,ŽR—œŒ§,185,11276,0,38
2022/2/8,19,ŽR—œŒ§,284,11560,0,38
2022/2/9,19,ŽR—œŒ§,302,11862,0,38
2022/2/10,19,ŽR—œŒ§,299,12161,0,38
2022/2/11,19,ŽR—œŒ§,268,12429,0,38
2022/2/12,19,ŽR—œŒ§,133,12562,0,38
2022/2/13,19,ŽR—œŒ§,281,12843,0,38
2022/2/14,19,ŽR—œŒ§,191,13034,0,38
2022/2/15,19,ŽR—œŒ§,396,13430,0,38
2022/2/16,19,ŽR—œŒ§,401,13831,0,38
2022/2/17,19,ŽR—œŒ§,395,14226,0,38
2022/2/18,19,ŽR—œŒ§,286,14512,1,39
2022/2/19,19,ŽR—œŒ§,291,14803,0,39
2022/2/20,19,ŽR—œŒ§,222,15025,0,39
2022/2/21,19,ŽR—œŒ§,157,15182,0,39
2022/2/22,19,ŽR—œŒ§,329,15511,3,42
2022/2/23,19,ŽR—œŒ§,307,15818,0,42
2022/2/24,19,ŽR—œŒ§,182,16000,0,42
2022/2/25,19,ŽR—œŒ§,244,16244,1,43
2022/2/26,19,ŽR—œŒ§,299,16543,1,44
2022/2/27,19,ŽR—œŒ§,181,16724,0,44
2022/2/28,19,ŽR—œŒ§,114,16838,0,44
2022/3/1,19,ŽR—œŒ§,250,17088,2,46
2022/3/2,19,ŽR—œŒ§,279,17367,3,49
2022/3/3,19,ŽR—œŒ§,261,17628,1,50
2022/3/4,19,ŽR—œŒ§,191,17819,2,52
2022/3/5,19,ŽR—œŒ§,212,18031,2,54
2022/3/6,19,ŽR—œŒ§,180,18211,0,54
2022/3/7,19,ŽR—œŒ§,126,18337,0,54
2022/3/8,19,ŽR—œŒ§,225,18562,2,56
2022/3/9,19,ŽR—œŒ§,296,18858,1,57
2022/3/10,19,ŽR—œŒ§,216,19074,1,58
2022/3/11,19,ŽR—œŒ§,234,19308,1,59
2022/3/12,19,ŽR—œŒ§,235,19543,0,59
2022/3/13,19,ŽR—œŒ§,190,19733,1,60
2022/3/14,19,ŽR—œŒ§,145,19878,0,60
2022/3/15,19,ŽR—œŒ§,228,20106,1,61
2022/3/16,19,ŽR—œŒ§,244,20350,0,61
2022/3/17,19,ŽR—œŒ§,228,20578,0,61
2022/3/18,19,ŽR—œŒ§,191,20769,0,61
2022/3/19,19,ŽR—œŒ§,196,20965,0,61
2022/3/20,19,ŽR—œŒ§,156,21121,0,61
2022/3/21,19,ŽR—œŒ§,122,21243,0,61
2022/3/22,19,ŽR—œŒ§,72,21315,0,61
2022/3/23,19,ŽR—œŒ§,226,21541,0,61
2022/3/24,19,ŽR—œŒ§,203,21744,1,62
2022/3/25,19,ŽR—œŒ§,222,21966,0,62
2022/3/26,19,ŽR—œŒ§,211,22177,0,62
2022/3/27,19,ŽR—œŒ§,202,22379,0,62
2022/3/28,19,ŽR—œŒ§,130,22509,0,62
2022/3/29,19,ŽR—œŒ§,317,22826,1,63
2022/3/30,19,ŽR—œŒ§,301,23127,1,64
2022/3/31,19,ŽR—œŒ§,255,23382,0,64
2022/4/1,19,ŽR—œŒ§,301,23683,0,64
2022/4/2,19,ŽR—œŒ§,274,23957,0,64
2022/4/3,19,ŽR—œŒ§,162,24119,0,64
